Unnamed: 0,order_date,order_id,order_datetime,customer_id,courier_id,restaurant_id,order_amount,items_count,distance_km,is_express_delivery,delivery_time_minutes,payment_method,vehicle_type,experience_days,base_skill,base_speed_kmh,courier_rating,on_time_ratio,preferred_payment_method,customer_rating,restaurant_city,cuisine_type,is_fast_food,restaurant_rating,prep_time_avg,traffic_level,is_rush_hour,temperature,precip_mm,wind_speed
82321,2025-03-30,10234,2025-03-30 21:31:00,39627,67,12,1850.19,1,1.03,0,51.7,sbp,scooter,1250,0.9406232920086044,48.34342395184287,4.62,0.88,cash,4.53,Kazan,italian,0,4.72,33,1.0,0,16.9,2.15,1.6
82322,2025-03-30,48879,2025-03-30 21:31:00,33592,197,57,2635.63,1,3.11,0,69.8,sbp,car,201,0.9169502843386824,55.0,4.69,0.9,card,4.53,Kazan,russian,0,4.73,29,1.0,0,16.9,2.15,1.6
82323,2025-03-30,40087,2025-03-30 21:37:00,29503,53,205,3270.92,3,6.09,0,115.5,sbp,car,339,0.9229183415118368,55.0,4.61,0.94,card,4.3,Moscow,burger,0,4.89,36,3.0,0,23.6,8.35,2.4
82324,2025-03-30,63705,2025-03-30 21:40:00,6551,191,202,3186.69,5,6.92,0,119.1,sbp,scooter,583,0.8583650709155547,42.15405365401788,4.54,0.85,card,4.56,Kazan,russian,0,4.86,37,1.0,0,16.9,2.15,1.6
82325,2025-03-30,66176,2025-03-30 21:47:00,44941,334,99,3464.75,3,2.53,1,39.8,card,car,736,0.8659411376693635,55.0,4.39,0.84,card,3.93,SPB,russian,0,5.0,23,2.0,0,29.6,3.34,16.8
82326,2025-03-30,89148,2025-03-30 21:47:00,19226,376,7,2703.25,2,7.74,0,94.5,card,scooter,1588,0.8720758283802971,45.44612180823244,4.84,0.89,cash,4.64,Moscow,russian,1,4.71,9,3.0,0,23.6,8.35,2.4
82327,2025-03-30,64684,2025-03-30 21:57:00,15485,175,129,1131.97,3,2.72,0,71.2,cash,car,330,0.9941315231747646,55.0,4.59,0.96,sbp,4.64,SPB,asian,0,4.64,17,2.0,0,29.6,3.34,16.8
82328,2025-03-30,75385,2025-03-30 22:01:00,32356,227,10,1315.16,4,1.07,0,31.9,card,scooter,1230,1.06564386024803,54.71734502201816,4.31,0.89,card,4.85,Moscow,asian,1,4.22,6,3.0,0,23.6,8.35,2.4
82329,2025-03-30,66091,2025-03-30 22:09:00,14388,268,151,2799.42,3,6.47,0,88.6,card,car,291,0.9579088140961208,55.0,4.61,0.92,cash,4.1,SPB,russian,1,4.77,8,2.0,0,29.6,3.34,16.8
82330,2025-03-30,88516,2025-03-30 22:14:00,44311,20,133,3227.65,4,1.14,1,69.0,card,car,1605,0.8522039646289864,55.0,4.76,0.9,cash,4.72,SPB,burger,0,4.68,24,2.0,0,29.6,3.34,16.8
82331,2025-03-30,18103,2025-03-30 22:29:00,39117,367,145,1599.71,2,2.12,0,31.1,cash,scooter,473,1.1706186582923033,55.0,4.59,0.91,card,3.86,Kazan,burger,1,4.54,5,1.0,0,16.9,2.15,1.6
82332,2025-03-30,61414,2025-03-30 22:34:00,26062,400,277,4215.28,1,4.63,0,76.0,card,bike,1473,0.9978714208285384,37.96962340890028,4.81,0.93,card,4.51,SPB,burger,1,4.24,10,2.0,0,29.6,3.34,16.8
82333,2025-03-30,254,2025-03-30 22:39:00,18939,189,296,1004.26,1,3.41,0,84.2,card,bike,1673,1.0386398276194728,39.8116220849798,4.79,0.89,sbp,5.0,Moscow,russian,0,4.79,27,3.0,0,23.6,8.35,2.4
82334,2025-03-30,33073,2025-03-30 22:39:00,38124,333,36,1312.85,1,0.35,0,44.0,card,bike,1766,1.0556322780487497,40.58851705937706,4.76,0.87,cash,4.71,SPB,burger,0,4.23,24,2.0,0,29.6,3.34,16.8
82335,2025-03-30,45689,2025-03-30 22:46:00,45771,247,183,3076.92,2,0.83,0,71.5,card,bike,443,1.1710372835093583,41.46738347715445,4.68,0.84,sbp,4.31,Kazan,asian,0,4.25,34,1.0,0,16.9,2.15,1.6
82336,2025-03-30,74795,2025-03-30 22:46:00,38091,262,77,2191.53,1,2.55,0,37.7,card,scooter,1160,0.8369463753849133,42.82747582991541,4.69,0.8,sbp,4.8,SPB,burger,1,5.0,8,2.0,0,29.6,3.34,16.8
82337,2025-03-30,60171,2025-03-30 22:48:00,33545,60,242,1401.74,2,2.41,0,52.5,card,bike,1016,1.0208443173679818,38.01026765395612,4.63,0.86,sbp,4.58,Kazan,asian,0,4.62,21,1.0,0,16.9,2.15,1.6
82338,2025-03-30,73635,2025-03-30 22:50:00,48902,333,166,3133.65,2,0.34,1,72.6,card,bike,1766,1.0556322780487497,40.58851705937706,4.76,0.87,card,4.56,Moscow,russian,0,4.61,37,3.0,0,23.6,8.35,2.4
82339,2025-03-30,89771,2025-03-30 23:01:00,47142,129,108,2953.76,2,7.89,1,107.4,card,car,1914,0.9516387279664532,55.0,4.69,0.89,cash,4.38,Moscow,russian,0,4.1,17,3.0,0,23.6,8.35,2.4
82340,2025-03-30,9572,2025-03-30 23:05:00,32373,366,178,500.0,3,7.33,0,117.3,card,car,1957,1.022733279179196,55.0,4.81,0.89,card,4.61,Moscow,italian,0,4.51,22,3.0,0,23.6,8.35,2.4
82341,2025-03-30,39101,2025-03-30 23:06:00,24296,336,183,2658.22,2,4.48,0,95.1,sbp,scooter,364,0.852369514116595,40.65776334533052,5.0,0.88,card,4.51,Kazan,asian,0,4.25,34,1.0,0,16.9,2.15,1.6
82342,2025-03-30,79394,2025-03-30 23:35:00,41492,240,282,3074.26,2,5.06,0,74.7,card,car,878,0.8798656196075766,55.0,4.78,0.88,sbp,4.49,Kazan,italian,0,4.22,18,1.0,0,16.9,2.15,1.6
82343,2025-03-30,67302,2025-03-30 23:38:00,48792,152,1,2420.98,2,2.26,0,73.0,sbp,car,179,1.0232689712025058,55.0,4.37,0.93,cash,4.73,SPB,asian,0,4.82,21,2.0,0,29.6,3.34,16.8
82344,2025-03-30,76635,2025-03-30 23:47:00,39036,278,193,1875.94,5,1.21,0,39.0,cash,car,1457,1.002669030527298,55.0,4.71,0.95,sbp,4.88,Kazan,russian,1,4.31,12,1.0,0,16.9,2.15,1.6
82345,2025-03-30,37956,2025-03-30 23:51:00,22470,136,110,2805.04,3,2.25,1,19.9,sbp,scooter,216,0.8304189603482766,38.31527511177083,4.75,0.81,sbp,5.0,Kazan,asian,1,4.23,7,1.0,0,16.9,2.15,1.6
82346,2025-03-30,34654,2025-03-30 23:57:00,16000,305,137,1595.05,2,7.65,0,131.1,card,bike,1004,1.03817310822684,38.62838052170366,4.69,0.98,cash,3.94,SPB,italian,0,4.54,35,2.0,0,29.6,3.34,16.8
82347,2025-03-31,55565,2025-03-31 00:04:00,35342,116,20,3077.02,5,1.94,0,75.1,card,car,308,0.9294198627332382,55.0,5.0,0.86,cash,4.11,Moscow,burger,0,3.93,19,4.0,1,33.0,2.85,9.1
82348,2025-03-31,55969,2025-03-31 00:08:00,42884,5,236,2115.69,1,2.16,0,52.2,sbp,car,1122,0.9830540345285094,55.0,5.0,0.94,card,4.74,Moscow,italian,1,4.7,12,4.0,1,33.0,2.85,9.1
82349,2025-03-31,57719,2025-03-31 00:15:00,22873,63,231,1888.71,2,3.91,0,74.7,card,bike,1746,1.0105343539680702,38.82921835200169,4.81,0.77,card,5.0,SPB,burger,0,5.0,15,3.0,1,31.5,1.63,0.2
82350,2025-03-31,2243,2025-03-31 00:16:00,4182,360,126,2186.27,1,0.2,0,43.2,sbp,scooter,1398,1.229950411731728,55.0,4.6,0.96,cash,4.32,Kazan,asian,1,4.44,12,2.0,1,29.8,3.73,16.8
82351,2025-03-31,45996,2025-03-31 00:18:00,42735,15,237,1982.96,1,9.12,0,103.3,card,car,1143,1.121989428047839,55.0,4.39,0.87,card,4.38,Kazan,italian,1,4.0,8,2.0,1,29.8,3.73,16.8
82352,2025-03-31,12637,2025-03-31 00:19:00,16057,298,73,2252.85,3,12.42,0,129.6,sbp,car,1056,0.936468715828164,55.0,4.59,0.95,cash,4.36,SPB,italian,1,4.67,5,3.0,1,31.5,1.63,0.2
82353,2025-03-31,42383,2025-03-31 00:24:00,4431,230,101,1582.58,4,5.29,0,101.5,card,car,426,0.8651740733898861,55.0,4.78,0.83,card,4.88,Kazan,italian,0,4.15,35,2.0,1,29.8,3.73,16.8
82354,2025-03-31,15595,2025-03-31 00:36:00,47431,304,297,2193.6,4,4.11,0,50.9,card,car,191,1.191735389732698,55.0,4.89,0.9,card,4.31,SPB,asian,1,4.98,10,3.0,1,31.5,1.63,0.2
82355,2025-03-31,95543,2025-03-31 00:40:00,15877,219,266,2397.65,3,0.61,0,44.4,card,bike,381,0.9433193459728538,33.0915722275002,4.9,0.79,card,4.51,Moscow,russian,1,4.46,7,4.0,1,33.0,2.85,9.1
82356,2025-03-31,73295,2025-03-31 00:58:00,44322,253,34,2290.46,1,4.76,0,73.3,card,bike,795,1.0580868845463494,38.8266233036702,4.79,0.79,card,4.48,SPB,italian,1,4.55,7,3.0,1,31.5,1.63,0.2
82357,2025-03-31,88731,2025-03-31 00:59:00,17306,287,266,2504.54,1,4.62,1,64.1,cash,bike,1143,0.8940381225749932,33.520197773802906,5.0,0.92,card,4.32,Moscow,russian,1,4.46,7,4.0,1,33.0,2.85,9.1
82358,2025-03-31,28132,2025-03-31 01:00:00,37996,6,17,4715.99,5,2.88,0,94.1,cash,scooter,817,0.9010249142583604,45.159897613091154,4.83,0.91,sbp,4.39,SPB,italian,0,4.96,36,3.0,1,31.5,1.63,0.2
82359,2025-03-31,25147,2025-03-31 01:17:00,8903,233,136,3339.94,5,2.05,0,71.8,card,car,348,0.9129357172796,55.0,4.43,0.85,card,5.0,Kazan,italian,0,4.8,23,2.0,1,29.8,3.73,16.8
82360,2025-03-31,6964,2025-03-31 01:25:00,19176,224,49,2486.76,3,1.71,0,68.5,sbp,scooter,340,0.9788810536562954,46.49258940217779,4.97,0.96,cash,4.24,Kazan,burger,0,4.14,32,2.0,1,29.8,3.73,16.8
82361,2025-03-31,16751,2025-03-31 01:28:00,41552,339,138,3053.9,4,5.06,0,122.2,sbp,bike,589,0.8704476894114599,31.367687591946154,5.0,0.93,card,4.99,Moscow,italian,0,4.73,39,4.0,1,33.0,2.85,9.1
82362,2025-03-31,27415,2025-03-31 01:33:00,21730,160,247,2484.61,3,2.19,0,68.7,cash,car,371,1.0621040299931954,55.0,4.86,0.88,cash,4.31,Moscow,italian,0,4.44,29,4.0,1,33.0,2.85,9.1
82363,2025-03-31,55650,2025-03-31 01:35:00,18170,389,128,2383.98,3,0.46,0,54.1,card,bike,1074,1.032389262483634,38.56610576982384,4.42,0.97,sbp,4.27,Kazan,asian,1,4.92,12,2.0,1,29.8,3.73,16.8
82364,2025-03-31,3690,2025-03-31 01:43:00,15707,366,82,3564.58,5,2.78,0,95.9,card,car,1957,1.022733279179196,55.0,4.81,0.89,sbp,4.31,SPB,burger,0,4.62,39,3.0,1,31.5,1.63,0.2
82365,2025-03-31,22763,2025-03-31 01:43:00,7098,138,3,2720.01,1,2.41,0,53.3,card,car,190,0.934829708511826,55.0,4.75,0.95,sbp,4.59,Moscow,italian,1,4.43,12,4.0,1,33.0,2.85,9.1
82366,2025-03-31,26822,2025-03-31 02:00:00,42326,23,60,2028.16,5,3.33,0,61.5,card,car,370,1.099106938460123,55.0,4.55,0.94,card,4.44,SPB,burger,0,4.27,17,3.0,1,31.5,1.63,0.2
82367,2025-03-31,15891,2025-03-31 02:05:00,24977,316,84,2933.53,4,4.36,0,64.1,card,scooter,164,1.1849002339118586,53.69711497645374,4.71,0.9,cash,4.17,Moscow,burger,1,4.05,9,4.0,1,33.0,2.85,9.1
82368,2025-03-31,81966,2025-03-31 02:06:00,34637,143,268,3008.81,4,7.75,0,110.7,sbp,scooter,607,0.9169073154878742,45.13982819313042,4.91,0.85,card,4.51,SPB,asian,0,4.69,20,3.0,1,31.5,1.63,0.2
82369,2025-03-31,85211,2025-03-31 02:06:00,30807,260,178,1616.4,3,5.11,0,92.4,card,car,1233,0.8556898372492893,55.0,4.62,0.87,cash,4.85,Moscow,italian,0,4.51,22,4.0,1,33.0,2.85,9.1
82370,2025-03-31,92456,2025-03-31 02:20:00,18255,19,105,2139.63,2,4.52,0,58.4,card,car,1774,0.8901430224208036,55.0,4.74,0.97,cash,4.71,SPB,burger,1,4.49,13,3.0,1,31.5,1.63,0.2
82371,2025-03-31,27031,2025-03-31 02:25:00,11965,96,258,1866.57,4,4.93,0,65.1,sbp,car,1444,0.9729262897671234,55.0,4.81,0.98,card,4.41,SPB,russian,1,4.9,7,3.0,1,31.5,1.63,0.2
82372,2025-03-31,45688,2025-03-31 02:27:00,48788,343,57,2051.62,2,5.48,0,97.2,sbp,car,1806,1.2082659055830356,55.0,4.53,0.93,sbp,3.89,Kazan,russian,0,4.73,29,2.0,1,29.8,3.73,16.8
82373,2025-03-31,31523,2025-03-31 02:28:00,35310,313,250,2048.06,5,3.42,0,71.9,sbp,car,1769,0.9418648317116164,55.0,4.85,0.89,sbp,4.35,Kazan,burger,0,4.6,24,2.0,1,29.8,3.73,16.8
82374,2025-03-31,89197,2025-03-31 02:29:00,5806,123,265,1079.26,2,0.75,0,32.3,sbp,car,763,0.991632636855672,55.0,4.51,0.9,cash,4.51,SPB,italian,1,4.2,9,3.0,1,31.5,1.63,0.2
82375,2025-03-31,59505,2025-03-31 02:55:00,31280,146,169,2966.95,6,5.67,0,98.6,card,bike,978,0.8227918568947569,30.567021598673445,4.86,0.97,card,4.37,SPB,russian,0,4.16,25,3.0,1,31.5,1.63,0.2
82376,2025-03-31,56580,2025-03-31 03:06:00,36792,45,224,1313.74,3,7.66,0,101.6,card,car,1290,1.0822299356540568,55.0,4.73,0.96,sbp,4.88,Moscow,asian,1,4.56,8,4.0,1,33.0,2.85,9.1
82377,2025-03-31,24745,2025-03-31 03:08:00,35092,299,95,783.67,3,2.12,0,49.3,sbp,car,994,0.9771499349149668,55.0,4.49,0.89,cash,4.94,Kazan,burger,1,4.31,13,2.0,1,29.8,3.73,16.8
82378,2025-03-31,46259,2025-03-31 03:09:00,34351,384,214,1819.43,1,1.26,0,42.4,sbp,car,644,0.9317897983395688,55.0,4.94,0.98,card,4.57,SPB,asian,1,4.27,5,3.0,1,31.5,1.63,0.2
82379,2025-03-31,57773,2025-03-31 03:11:00,44069,368,230,2457.07,4,7.0,0,129.0,card,bike,1075,1.123535898129399,41.97329297929299,4.63,0.87,card,4.84,Moscow,italian,0,4.46,39,4.0,1,33.0,2.85,9.1
82380,2025-03-31,84475,2025-03-31 03:18:00,29000,162,170,2313.21,2,1.28,0,40.0,sbp,car,1970,1.046574562758893,55.0,4.31,0.87,card,5.0,Moscow,asian,1,4.74,11,4.0,1,33.0,2.85,9.1
82381,2025-03-31,63722,2025-03-31 03:22:00,22036,160,174,3108.62,4,1.46,0,64.1,card,car,371,1.0621040299931954,55.0,4.86,0.88,sbp,3.86,SPB,russian,0,4.86,37,3.0,1,31.5,1.63,0.2
82382,2025-03-31,42479,2025-03-31 03:24:00,36200,16,252,3262.32,5,1.06,0,75.0,cash,car,863,0.8763557348572262,55.0,4.4,0.84,card,4.88,SPB,asian,0,4.77,37,3.0,1,31.5,1.63,0.2
82383,2025-03-31,83826,2025-03-31 03:37:00,15884,290,120,1603.28,6,2.3,0,74.2,sbp,car,439,0.929999452668424,55.0,4.48,0.85,sbp,4.59,SPB,italian,0,4.44,33,3.0,1,31.5,1.63,0.2
82384,2025-03-31,3199,2025-03-31 03:45:00,33441,111,52,3523.6,5,0.88,0,47.4,card,bike,839,1.0343717839166,38.07882928487708,4.3,0.94,sbp,4.67,Moscow,burger,1,4.52,5,4.0,1,33.0,2.85,9.1
82385,2025-03-31,21680,2025-03-31 03:47:00,10356,371,141,2932.77,3,5.71,0,110.4,card,car,520,1.1238176306382688,55.0,4.96,0.9,sbp,4.66,Moscow,russian,0,4.24,18,4.0,1,33.0,2.85,9.1
82386,2025-03-31,65318,2025-03-31 04:07:00,10355,369,253,3491.37,2,6.66,0,120.9,card,car,137,0.9655171582517206,55.0,4.5,0.9,cash,4.28,Moscow,russian,0,4.94,36,4.0,1,33.0,2.85,9.1
82387,2025-03-31,98624,2025-03-31 04:14:00,49797,144,120,1043.21,1,1.46,0,71.7,sbp,car,1897,1.143314650264549,55.0,4.64,0.85,sbp,3.93,SPB,italian,0,4.44,33,3.0,1,31.5,1.63,0.2
82388,2025-03-31,64403,2025-03-31 04:17:00,46268,349,224,1227.84,2,3.74,0,70.9,card,scooter,939,1.0354710943827092,52.33026501083797,4.68,0.85,card,4.88,Moscow,asian,1,4.56,8,4.0,1,33.0,2.85,9.1
82389,2025-03-31,53001,2025-03-31 04:27:00,2855,344,30,2322.85,3,2.32,0,53.4,card,car,600,1.0773845764518772,55.0,4.55,0.94,card,4.53,SPB,italian,1,4.41,13,3.0,1,31.5,1.63,0.2
82390,2025-03-31,95862,2025-03-31 04:29:00,15957,262,279,1819.82,2,3.4,0,78.0,sbp,scooter,1160,0.8369463753849133,42.82747582991541,4.69,0.8,cash,4.2,Moscow,burger,0,4.74,26,4.0,1,33.0,2.85,9.1
82391,2025-03-31,14000,2025-03-31 04:32:00,44488,223,299,1745.33,4,1.31,0,73.6,sbp,car,1692,1.0124212291919394,55.0,4.7,0.82,card,4.43,SPB,russian,0,5.0,35,3.0,1,31.5,1.63,0.2
82392,2025-03-31,38899,2025-03-31 04:39:00,41815,136,142,1251.44,4,1.85,0,42.4,sbp,scooter,216,0.8304189603482766,38.31527511177083,4.75,0.81,card,5.0,Moscow,asian,1,4.76,9,4.0,1,33.0,2.85,9.1
82393,2025-03-31,87705,2025-03-31 04:44:00,17849,278,245,2875.62,6,7.18,0,125.8,card,car,1457,1.002669030527298,55.0,4.71,0.95,cash,3.94,Moscow,asian,0,4.76,27,4.0,1,33.0,2.85,9.1
82394,2025-03-31,18537,2025-03-31 04:45:00,15035,63,87,1642.32,2,3.91,0,79.9,card,bike,1746,1.0105343539680702,38.82921835200169,4.81,0.77,card,4.98,Kazan,burger,0,4.53,24,2.0,1,29.8,3.73,16.8
82395,2025-03-31,15779,2025-03-31 04:58:00,11729,363,260,2582.23,3,0.81,0,53.2,cash,scooter,1643,1.0031450121909506,52.378878477670696,4.47,0.9,card,4.9,Kazan,russian,1,4.64,11,2.0,1,29.8,3.73,16.8
82396,2025-03-31,16925,2025-03-31 05:02:00,14109,270,193,536.3,1,4.77,0,67.3,sbp,car,1061,1.1180728516369112,55.0,4.8,0.83,card,4.63,Kazan,russian,1,4.31,12,2.0,1,29.8,3.73,16.8
82397,2025-03-31,38810,2025-03-31 05:03:00,25980,143,184,2195.64,1,8.53,0,107.5,card,scooter,607,0.9169073154878742,45.13982819313042,4.91,0.85,card,4.24,Moscow,italian,1,3.88,7,4.0,1,33.0,2.85,9.1
82398,2025-03-31,68691,2025-03-31 05:18:00,27541,73,287,2655.99,3,1.79,0,68.7,sbp,car,1316,0.8809148139046313,55.0,4.78,0.85,card,4.71,Moscow,russian,0,4.02,24,4.0,1,33.0,2.85,9.1
82399,2025-03-31,58869,2025-03-31 05:38:00,18346,234,135,3536.96,4,11.12,0,143.7,cash,car,546,0.974594476082679,55.0,4.6,0.95,card,3.68,Moscow,asian,1,4.08,11,4.0,1,33.0,2.85,9.1
82400,2025-03-31,97772,2025-03-31 05:44:00,22398,142,181,2945.97,4,3.6,0,84.9,cash,car,153,0.9889973923148668,55.0,4.98,0.88,card,4.19,Kazan,asian,0,4.62,32,2.0,1,29.8,3.73,16.8
82401,2025-03-31,24480,2025-03-31 05:50:00,20491,302,121,3003.43,2,7.32,0,111.3,card,bike,1124,1.0841647522802655,40.60867476452213,4.53,0.84,card,4.54,Kazan,russian,0,4.77,30,2.0,1,29.8,3.73,16.8
82402,2025-03-31,22650,2025-03-31 06:05:00,31670,65,46,2772.28,3,0.82,0,29.5,card,car,124,1.2399964578448457,55.0,4.85,0.91,cash,4.72,SPB,asian,1,4.97,7,3.0,1,31.5,1.63,0.2
82403,2025-03-31,60298,2025-03-31 06:06:00,19648,172,182,3792.21,3,6.24,0,76.8,card,car,171,1.0122610305561932,55.0,4.73,0.92,card,5.0,Moscow,burger,1,4.2,8,4.0,1,33.0,2.85,9.1
82404,2025-03-31,95814,2025-03-31 06:12:00,12621,20,133,2090.96,2,3.73,0,78.7,sbp,car,1605,0.8522039646289864,55.0,4.76,0.9,sbp,4.39,SPB,burger,0,4.68,24,3.0,1,31.5,1.63,0.2
82405,2025-03-31,53281,2025-03-31 06:23:00,29857,289,293,2300.01,2,4.43,0,76.4,card,car,72,0.9871563302093164,55.0,4.69,0.89,card,4.55,Moscow,russian,0,4.68,21,4.0,1,33.0,2.85,9.1
82406,2025-03-31,55526,2025-03-31 06:34:00,22009,278,252,2151.62,2,1.23,0,66.3,sbp,car,1457,1.002669030527298,55.0,4.71,0.95,cash,4.95,SPB,asian,0,4.77,37,3.0,1,31.5,1.63,0.2
82407,2025-03-31,67316,2025-03-31 06:44:00,45376,368,164,3141.8,5,4.42,0,77.2,card,bike,1075,1.123535898129399,41.97329297929299,4.63,0.87,card,4.9,Moscow,italian,0,4.68,20,4.0,1,33.0,2.85,9.1
82408,2025-03-31,335,2025-03-31 06:48:00,3486,225,250,2642.3,4,5.62,0,103.2,sbp,bike,43,1.051730331189482,31.893950723490853,5.0,0.87,cash,4.37,Kazan,burger,0,4.6,24,2.0,1,29.8,3.73,16.8
82409,2025-03-31,56678,2025-03-31 07:10:00,35708,328,168,3092.44,2,5.37,1,69.1,card,bike,1244,1.108393347915148,41.76333005471556,4.95,0.9,card,4.63,Moscow,italian,0,4.55,17,4.0,1,33.0,2.85,9.1
82410,2025-03-31,92651,2025-03-31 07:12:00,30373,330,148,2724.11,3,0.94,0,68.9,card,car,1962,1.1814907729419215,55.0,4.53,0.89,card,5.0,SPB,russian,0,4.11,29,3.0,1,31.5,1.63,0.2
82411,2025-03-31,30399,2025-03-31 07:23:00,52,64,36,2074.13,2,4.19,0,66.8,cash,car,890,1.1243335073473224,55.0,4.54,0.92,card,4.47,SPB,burger,0,4.23,24,3.0,1,31.5,1.63,0.2
82412,2025-03-31,5176,2025-03-31 07:25:00,28078,323,71,1346.02,4,3.92,0,79.5,card,bike,1315,0.8895056905816475,33.624359958418964,4.72,0.93,card,5.0,SPB,russian,0,4.36,23,3.0,1,31.5,1.63,0.2
82413,2025-03-31,76883,2025-03-31 07:30:00,13909,69,201,2071.49,2,4.28,0,69.1,sbp,car,469,1.0212728973930063,55.0,4.73,0.8,card,4.91,SPB,russian,1,4.13,5,3.0,1,31.5,1.63,0.2
82414,2025-03-31,1916,2025-03-31 07:40:00,11791,173,95,2847.22,1,1.64,0,50.2,card,car,778,0.9120678435318176,55.0,4.68,0.87,card,4.66,Kazan,burger,1,4.31,13,2.0,1,29.8,3.73,16.8
82415,2025-03-31,28713,2025-03-31 07:44:00,23973,343,293,500.0,1,3.41,0,72.1,card,car,1806,1.2082659055830356,55.0,4.53,0.93,sbp,4.53,Moscow,russian,0,4.68,21,4.0,1,33.0,2.85,9.1
82416,2025-03-31,41540,2025-03-31 07:57:00,25981,164,197,1710.3,2,5.61,0,75.2,card,car,1955,1.051477444416374,55.0,4.78,0.96,sbp,4.73,SPB,asian,1,4.76,7,3.0,1,31.5,1.63,0.2
82417,2025-03-31,21678,2025-03-31 08:14:00,43581,179,240,2236.05,3,5.21,0,98.6,card,car,1887,1.0821423353954749,55.0,4.84,0.86,card,4.33,SPB,burger,0,4.68,25,3.0,1,31.5,1.63,0.2
82418,2025-03-31,83663,2025-03-31 08:17:00,2600,43,193,838.12,3,1.27,0,55.2,sbp,bike,499,0.7287582217384042,25.996363720780828,4.63,0.91,sbp,4.48,Kazan,russian,1,4.31,12,2.0,1,29.8,3.73,16.8
82419,2025-03-31,20846,2025-03-31 08:21:00,15677,63,51,1577.33,4,5.7,0,93.7,card,bike,1746,1.0105343539680702,38.82921835200169,4.81,0.77,card,4.58,Moscow,asian,1,4.45,5,4.0,1,33.0,2.85,9.1
82420,2025-03-31,66483,2025-03-31 08:28:00,22821,169,145,1782.85,2,4.59,0,63.4,card,car,1033,1.0104249666128249,55.0,4.6,0.89,sbp,4.57,Kazan,burger,1,4.54,5,2.0,1,29.8,3.73,16.8
82421,2025-03-31,55192,2025-03-31 08:32:00,15661,222,254,2953.33,2,7.6,0,122.9,card,car,1039,1.1570678494910054,55.0,4.2,0.91,card,5.0,Kazan,burger,0,3.85,31,2.0,1,29.8,3.73,16.8
82422,2025-03-31,96099,2025-03-31 08:38:00,32455,5,68,670.47,6,1.99,0,77.6,card,car,1122,0.9830540345285094,55.0,5.0,0.94,card,4.97,Moscow,burger,0,4.32,25,4.0,1,33.0,2.85,9.1
82423,2025-03-31,58898,2025-03-31 08:40:00,43711,157,1,2743.07,3,1.48,0,69.8,card,car,971,0.998253327194857,55.0,5.0,0.89,card,4.89,SPB,asian,0,4.82,21,3.0,1,31.5,1.63,0.2
82424,2025-03-31,74479,2025-03-31 08:42:00,47960,372,206,2866.45,4,4.92,0,64.2,sbp,scooter,1171,0.9571636177739112,49.00620380326575,4.63,0.83,sbp,4.72,SPB,italian,1,4.27,11,3.0,1,31.5,1.63,0.2
82425,2025-03-31,32362,2025-03-31 08:50:00,16374,330,173,865.54,3,3.6,0,72.8,card,car,1962,1.1814907729419215,55.0,4.53,0.89,cash,4.68,Moscow,burger,1,4.34,5,4.0,1,33.0,2.85,9.1
82426,2025-03-31,33133,2025-03-31 08:53:00,12457,84,46,3642.39,3,3.12,0,60.9,card,car,489,1.2092787425255422,55.0,4.63,0.86,cash,4.59,SPB,asian,1,4.97,7,3.0,1,31.5,1.63,0.2
82427,2025-03-31,52747,2025-03-31 08:57:00,10015,360,60,1676.4,1,1.47,0,67.8,sbp,scooter,1398,1.229950411731728,55.0,4.6,0.96,sbp,4.98,SPB,burger,0,4.27,17,3.0,1,31.5,1.63,0.2
82428,2025-03-31,30718,2025-03-31 09:08:00,35241,157,159,923.79,2,3.56,0,56.2,card,car,971,0.998253327194857,55.0,5.0,0.89,card,4.47,Kazan,italian,1,4.15,5,2.0,1,29.8,3.73,16.8
82429,2025-03-31,40428,2025-03-31 09:16:00,12938,231,241,1850.72,1,3.58,0,80.2,cash,car,510,0.9075087529986936,55.0,4.73,0.93,card,4.45,Moscow,burger,1,4.21,12,4.0,1,33.0,2.85,9.1
82430,2025-03-31,67769,2025-03-31 09:19:00,30911,65,61,2434.11,2,3.45,0,89.2,card,car,124,1.2399964578448457,55.0,4.85,0.91,sbp,4.34,Moscow,russian,0,4.45,25,4.0,1,33.0,2.85,9.1
82431,2025-03-31,85625,2025-03-31 09:20:00,13723,230,19,3057.5,6,4.86,1,107.8,card,car,426,0.8651740733898861,55.0,4.78,0.83,cash,4.78,Moscow,asian,0,4.34,27,4.0,1,33.0,2.85,9.1
82432,2025-03-31,77396,2025-03-31 09:55:00,19736,278,96,3812.79,3,1.42,0,90.3,sbp,car,1457,1.002669030527298,55.0,4.71,0.95,card,4.49,Moscow,burger,0,4.61,31,4.0,1,33.0,2.85,9.1
82433,2025-03-31,67859,2025-03-31 10:01:00,15427,263,104,3206.72,4,4.48,0,60.9,card,car,845,1.0221263263656215,55.0,4.2,0.92,card,4.83,Moscow,burger,1,4.98,6,4.0,1,33.0,2.85,9.1
82434,2025-03-31,41345,2025-03-31 10:06:00,45586,283,29,4039.34,4,1.87,1,38.9,card,car,579,0.7857752849473599,51.43065228264467,4.83,0.96,card,4.64,Moscow,burger,1,5.0,9,4.0,1,33.0,2.85,9.1
